"age","citations_t0","citations_t5","female","grant_success","normalised_score"
11,40,25,0,1,13.8
8,27,17,0,1,-34.1
8,22,30,0,1,-8.3
12,39,20,1,0,-6.4
12,44,88,0,1,-27.8
6,58,45,0,0,10
11,34,37,0,1,-40.3
9,13,1,0,0,13.5
9,39,58,0,1,-14.8
12,32,56,0,0,11.4
12,37,30,0,1,3.7
11,50,64,0,0,-7
7,31,2,0,0,35.3
7,6,0,0,1,-49.9
9,41,36,0,0,5.7
5,16,45,0,1,-9.3
13,11,7,1,0,-4.4
12,50,56,0,0,-5
9,50,49,0,1,-18.6
14,60,72,1,1,-37.7
15,46,82,0,1,-29.8
11,43,57,1,0,11.4
12,44,44,0,0,30
10,53,88,1,0,12.4
16,22,0,0,1,15.9
10,32,28,0,1,9.9
8,22,0,0,0,3.4
7,29,15,0,0,1.3
6,48,81,0,0,14.1
15,41,9,0,1,-21.6
11,23,15,0,1,-7.2
6,42,38,0,0,10.4
10,38,63,0,1,-21.4
11,20,22,0,0,-11.1
15,41,78,0,0,-0.1
8,20,0,1,1,-10.2
10,31,5,0,1,-42.6
15,41,21,0,0,-1.9
6,20,13,0,1,6.5
10,33,65,0,0,39.7
10,31,27,0,1,-18.4
12,28,35,0,1,-17.7
8,36,19,0,1,-10.3
11,27,23,0,1,-18
12,55,74,0,1,-34.6
11,17,0,0,1,-34.8
12,38,57,0,0,23.6
10,65,112,0,0,64.1
12,44,48,1,0,-5.1
14,53,55,0,0,30.6
10,29,14,0,1,-8.4
19,66,70,0,1,-2.7
7,31,23,0,0,-16.7
9,38,22,0,1,15.9
13,47,73,0,0,-6.3
13,4,0,1,1,-19.4
9,27,10,0,0,34.1
12,50,105,0,0,-20.1
12,56,50,0,1,-12.5
13,27,23,0,1,-35.5
10,50,48,0,1,-19.3
6,29,58,1,0,-8.1
7,38,45,0,1,-15.7
12,31,44,0,1,-4.1
12,42,48,0,1,-14.4
2,50,63,1,0,20.5
5,26,33,0,1,0.1
10,11,4,0,1,3.8
8,20,35,0,1,-26.9
8,30,63,1,0,44.7
10,39,28,0,0,18.8
8,36,5,0,1,4.2
14,41,49,0,1,19.3
15,32,19,0,0,-12.9
8,32,15,0,1,-11.2
11,61,87,0,1,0
9,48,46,0,1,-21.4
11,43,64,0,1,-27.8
10,34,41,0,1,-12.2
6,40,67,0,1,-11.3
10,30,41,0,0,42.5
6,23,48,1,0,-2.6
5,29,26,0,0,39.7
9,38,10,0,0,0.8
9,49,73,0,0,-3.1
12,61,86,1,0,25.1
13,32,22,0,1,-12.2
15,43,43,0,0,26.4
8,30,18,0,1,-25.8
9,39,49,0,0,7.4
8,20,17,0,1,1.5
11,46,50,0,0,-18.4
10,42,72,0,1,-37.3
10,14,0,0,0,28.4
9,16,8,0,0,8.5
14,44,41,0,0,16.6
6,36,18,1,1,-22.8
8,56,28,0,0,2
5,28,30,0,1,8.3
9,36,36,1,1,-13.9
7,37,81,0,0,33
8,39,37,0,1,-1.9
4,16,24,0,0,7.8
13,24,56,0,1,-16.1
8,50,39,1,0,18.5
11,30,56,0,0,16.6
9,39,70,0,0,42.1
7,18,30,0,1,4.3
9,42,34,1,1,29.4
12,37,34,0,0,26.4
10,38,26,1,0,20.5
14,50,32,0,1,-20.1
7,32,47,0,0,13.9
9,45,56,0,1,-23.1
10,12,0,0,1,-14.1
13,28,11,1,1,-25.4
15,40,36,0,1,-22.9
9,46,34,0,0,0.2
9,49,22,0,1,-7.6
9,56,29,0,0,-23.7
15,41,38,1,1,-50.1
5,45,34,0,0,50.1
9,27,29,0,0,29.9
8,32,37,0,0,13.4
17,37,25,0,1,-10.9
12,42,81,0,1,-24
8,12,15,0,1,-19.9
14,27,0,0,0,2.1
8,37,26,0,1,-18.2
2,46,80,0,0,30.9
8,17,14,0,0,54.6
7,49,53,0,1,-17.4
12,35,43,0,1,-3.2
11,21,0,0,0,33.7
14,25,36,0,1,-4.8
5,34,0,0,0,9.1
11,36,35,1,0,4.3
10,17,11,0,1,3.1
8,26,26,1,1,-23.7
11,65,73,1,1,-21.9
9,26,6,0,1,10.2
7,35,34,0,1,-2.7
10,75,119,0,1,-25.4
13,22,17,0,1,-36.8
4,34,52,0,0,30.6
13,26,35,0,1,-68.2
14,45,22,0,0,28.7
12,53,61,0,1,3.9
12,13,0,0,1,-33
9,38,46,0,1,-7.8
10,23,29,0,1,-31.7
9,40,41,0,0,-2.1
6,0,0,0,1,-52.4
11,22,5,0,1,-14.1
8,37,71,1,0,12.4
8,47,72,1,1,-51.2
10,46,64,0,0,-0.1
10,52,48,0,0,30.7
11,26,14,0,0,6.4
9,46,27,0,1,-11.8
8,9,0,0,1,-7.7
6,33,30,0,1,-3.8
12,53,59,0,0,-20
14,38,33,0,0,5
8,33,58,0,0,20.6
10,37,27,1,0,-2.4
7,47,39,0,1,-14.6
4,4,0,0,1,-5.8
9,42,73,1,0,-0.6
8,35,48,1,1,-4.1
14,11,0,1,1,-16.4
7,20,39,0,0,-4.1
9,37,49,1,1,-34
8,56,80,1,0,7.8
8,27,80,0,1,-11.6
8,35,31,0,0,-11.2
9,54,77,0,1,9.7
7,52,44,0,0,16
9,30,53,0,0,25.9
13,21,38,0,1,-40.1
6,29,65,0,1,-10.4
13,21,0,0,1,-63.4
12,44,77,0,1,5
7,1,3,0,1,-45.7
10,24,46,0,1,2.1
12,23,42,0,0,22.7
9,27,48,0,1,-10.2
12,53,77,0,1,-7.6
9,38,74,0,0,36.5
7,13,2,1,0,-3.3
13,52,65,0,1,1
13,17,0,1,1,-6.2
11,4,0,0,1,9.1
9,53,86,0,1,-13.1
9,13,0,0,1,-15.1
8,47,72,0,0,10.1
8,9,0,0,1,-17.3
6,31,0,0,1,-1.7
7,13,7,0,1,-26.9
8,36,46,0,0,13.9
9,54,85,0,0,17.6
18,50,53,0,1,-35
13,6,0,0,1,-16
1,45,52,0,0,23.2
12,45,55,0,1,-12.3
15,57,84,0,1,-31.8
11,38,43,0,1,-8.5
6,41,92,0,1,14.2
7,22,5,0,1,-39.1
9,49,90,1,1,-23.2
8,10,0,0,1,-2.9
9,48,45,0,1,2.7
10,13,13,0,1,-9.2
8,30,15,0,0,22.4
7,37,54,1,1,-1.9
12,32,36,0,0,-4.3
10,28,30,0,0,5.3
9,17,16,0,1,-5.8
10,41,25,1,0,-15.6
4,17,11,1,0,4.4
5,45,46,0,1,-16.6
3,30,17,1,1,-36.3
8,56,83,0,0,7.7
4,30,20,1,1,-20.2
9,30,7,0,1,-7.1
6,42,46,0,1,-16.8
7,39,51,0,0,26.1
8,42,67,0,0,26.2
11,31,0,0,0,12.3
7,42,23,1,0,-8.9
5,3,0,0,0,41.1
8,31,22,1,0,3.6
8,24,27,0,0,-16.8
10,27,48,0,0,13.6
11,47,81,0,1,-39
12,36,88,0,0,-6.7
12,24,40,0,0,19.9
11,19,27,0,0,24.2
8,35,19,0,0,20.7
6,34,36,0,1,-11.6
7,27,57,1,1,-9.4
8,12,3,0,1,0.9
6,34,54,0,1,-35.1
6,26,36,0,0,47.8
10,33,20,0,0,18.4
8,29,18,0,1,2.9
9,47,89,0,1,11
6,28,36,0,1,-15.7
2,10,0,0,1,14
10,32,36,0,0,0.4
13,38,25,0,1,-16.8
8,32,30,1,0,3.7
10,39,5,0,0,-8
15,32,7,0,1,-5.8
5,5,0,0,1,-41.3
5,47,43,0,0,7.8
8,56,41,1,1,4.9
7,27,37,0,1,-8.1
6,46,41,1,0,0.3
8,29,40,0,1,-25.6
10,79,109,0,0,15.2
6,36,43,0,1,11.9
5,22,0,0,0,-7.5
7,31,30,0,0,19.8
6,22,9,0,0,63
12,33,21,1,1,-55.3
14,26,34,0,1,-21.5
11,21,0,0,1,7.2
9,45,44,0,0,-11.9
10,19,28,1,1,-26.9
13,61,85,0,0,20.8
13,43,32,0,0,13.2
9,25,18,0,1,-20.6
4,18,18,0,1,27.9
4,21,13,0,0,39.7
9,34,22,0,0,32.6
12,39,54,0,0,-11.5
12,51,63,1,0,-0.3
5,8,24,0,0,17.6
9,46,46,0,1,-4.9
7,36,53,0,1,-15.6
10,45,60,1,0,4.8
10,26,4,0,1,17.1
3,61,73,0,0,57.3
5,12,0,0,1,1.1
9,28,15,0,0,5.9
13,39,29,0,0,-6.5
13,44,63,1,1,-32.5
9,44,24,0,1,-4.3
5,49,42,0,0,-1.8
10,57,78,0,1,-32.7
4,24,45,0,1,14.1
10,17,42,0,1,7.6
8,32,47,1,1,-12.7
11,49,57,0,1,-22.8
9,25,33,0,1,-33.4
6,11,23,0,1,-24.9
12,52,54,0,1,-51.1
12,33,26,0,0,15.6
10,29,29,0,0,17.9
14,43,56,0,1,-13.7
1,11,15,0,1,-13.7
11,53,69,1,1,-13.7
8,14,12,0,1,-24.9
10,39,37,0,1,17.7
6,42,50,0,0,-2.7
8,26,1,0,1,-0.3
10,56,71,0,0,14.5
12,28,16,0,1,-10.4
8,18,11,0,1,-18.3
6,19,32,0,0,-5.2
10,28,0,1,0,-13.7
10,32,25,0,0,10.4
7,14,12,1,0,0.7
9,45,45,0,1,-40
11,34,40,0,1,-55.1
7,23,10,1,0,-9.2
8,56,52,0,1,-44.7
7,19,0,0,1,-18.7
11,42,52,0,0,-18.8
11,20,0,1,0,-3.6
6,25,38,0,1,-28.5
9,8,18,0,0,37.6
12,29,25,1,1,-14.3
14,49,62,0,0,-7.7
11,54,49,1,1,-22.5
14,36,48,1,0,-36.5
7,44,39,1,0,8.3
12,18,0,0,0,-2.1
13,48,57,0,1,-25.2
7,32,47,0,0,34.4
9,58,71,0,0,47.5
9,42,61,0,0,6.7
14,41,74,0,0,19.1
3,13,13,0,0,2.7
11,49,19,0,1,3.5
3,0,0,0,0,29.6
11,32,52,0,1,-2.6
5,38,10,0,1,21.7
10,41,83,0,1,0.4
8,8,2,0,1,31.3
12,24,26,0,1,-9.5
11,14,0,0,0,19.2
14,44,40,0,1,-40.8
11,52,77,0,0,14.1
10,21,16,0,1,-38.7
6,24,35,0,0,12.1
9,21,12,1,0,-6.1
9,19,5,0,1,-22
7,32,12,1,0,-13.8
8,40,29,0,1,-29.6
13,22,19,0,0,15.9
8,45,72,0,1,-31.4
10,26,2,0,0,12.8
12,22,34,0,0,30.8
14,37,67,0,0,28.2
9,37,51,1,0,3.4
7,41,37,0,0,27.5
12,17,0,0,0,23.9
5,37,35,0,1,24.9
11,42,14,0,0,42.2
13,35,25,0,0,19.6
8,21,16,0,1,6.4
5,20,39,0,0,22.5
5,0,5,0,0,43.3
12,25,23,1,0,19.1
6,0,0,0,1,-4.3
8,38,44,0,0,6.4
11,33,58,0,1,-21.3
10,50,65,0,0,40.8
6,38,29,0,0,11
14,25,0,0,1,8.3
8,40,33,0,0,11
10,35,64,0,0,-1
11,14,25,0,1,-7.9
11,41,83,0,0,34.8
5,43,33,0,0,41.7
11,15,0,0,1,12.7
7,29,42,0,1,-1.6
9,59,83,0,0,20.9
9,40,58,1,0,-21.2
10,41,26,1,0,2.4
15,41,10,0,1,-21.1
14,49,55,0,0,-8.7
11,31,4,0,1,-36.3
12,49,48,0,1,-37.2
11,55,72,0,1,-4.1
7,39,56,0,1,-23.1
8,10,7,0,1,-5.2
9,62,61,1,1,-2.4
9,46,73,0,1,-4.1
11,29,34,0,0,9.5
11,23,0,0,0,-8.1
5,32,12,0,1,-14.3
9,32,52,0,0,6.1
11,20,21,0,1,-12.5
11,33,7,0,1,9.6
9,25,10,1,0,-4.3
12,71,75,0,1,-3.7
15,43,75,0,1,-15.4
7,46,51,0,0,23.2
12,35,26,0,0,30.1
2,0,0,0,1,4.1
4,24,24,1,0,-3.5
14,62,53,0,1,-30.7
7,29,16,0,0,5.6
8,41,75,0,1,15.9
6,36,48,0,0,4.3
13,50,42,0,0,22.8
10,45,28,1,0,56.5
10,24,23,0,0,27.8
8,21,7,0,1,-22.3
12,46,18,0,1,-17.8
10,25,30,0,1,-8.8
13,19,11,0,1,17.2
7,19,41,1,0,34.7
12,22,6,0,0,17.1
6,29,0,0,1,-0.4
2,22,27,0,0,6.2
8,19,44,0,0,14.3
7,40,53,0,1,4.1
6,35,55,0,0,1.4
9,12,0,0,1,-5.3
11,49,49,0,0,18.3
9,44,57,1,0,20.9
12,70,117,0,0,44.1
13,46,46,0,0,18
11,30,63,0,0,5.2
12,64,81,1,1,-38.3
8,42,27,0,1,4.4
9,24,28,1,0,-2.1
13,32,11,1,1,-3.4
13,58,37,0,0,38.3
14,48,34,0,1,-24.9
5,23,15,1,1,6.7
14,27,18,0,1,-60.3
10,53,73,0,0,3.5
10,41,63,0,0,24.8
8,15,22,1,1,-32.4
9,13,23,0,1,1
12,61,87,0,0,-2.9
6,30,67,0,0,35.5
10,36,63,0,0,25.2
11,28,26,0,1,-7.9
8,42,67,0,0,21.9
11,60,42,0,0,1.2
14,33,37,0,0,5.4
10,24,53,1,0,26.3
6,31,43,1,0,10.1
6,41,46,0,0,22.9
5,15,22,0,0,28
8,42,54,1,0,3.8
9,60,107,1,0,1.4
16,62,65,0,0,17.9
7,38,53,0,0,24.5
13,43,36,1,0,31.8
7,18,0,0,0,47.5
7,33,8,0,0,4.6
10,44,47,0,1,-34.1
10,35,60,0,1,3.2
3,31,13,1,0,39.9
7,31,20,0,0,18.6
11,39,34,0,0,-14.8
9,13,0,0,0,17.4
13,56,90,0,0,25.3
8,27,17,0,0,10.5
8,5,0,0,1,2.7
9,38,40,0,0,28.7
10,45,53,0,0,19.2
10,34,58,0,1,-1.4
10,44,67,0,1,-15.1
11,14,20,1,1,-29.3
12,31,50,0,0,-16.8
5,50,57,0,0,-7
4,29,37,1,1,-15.5
12,49,43,0,0,22.3
9,53,72,0,1,2.4
13,11,0,0,1,-29
9,31,34,0,1,-4
7,32,46,1,1,-43.2
11,30,55,0,0,3.6
10,33,49,0,1,-20.4
4,35,24,1,1,-55.8
15,29,20,1,1,-29.3
6,56,26,0,0,28.3
16,36,28,1,1,-21.9
13,23,18,0,1,-18.5
13,60,80,0,1,-10
8,44,25,0,1,-15.5
12,28,15,0,0,17.9
8,35,7,0,1,-3.7
13,24,18,0,1,-17.1
19,40,45,1,0,7.9
7,44,71,0,0,21
11,43,79,1,0,-19.2
10,36,43,0,1,-4.3
10,36,71,1,0,21.5
10,31,60,1,0,7.6
6,14,34,0,0,7.3
13,36,0,1,0,-15.9
9,41,87,0,1,0.8
7,33,65,1,1,11.9
5,0,0,0,0,33.9
10,31,33,1,0,-8.7
13,25,12,1,1,-17.2
9,57,71,0,0,14.1
9,56,96,0,1,-3.1
12,49,39,1,0,31.3
11,42,60,0,1,-28.7
9,49,31,0,1,-38.7
9,24,6,0,1,-41.4
10,45,61,0,1,-4.6
8,37,25,0,1,-17.4
11,54,104,0,1,-19
5,45,46,0,0,39
11,23,10,0,1,-2
11,32,24,1,1,-2.7
6,10,20,1,1,-35.1
7,41,43,0,1,-35.1
15,35,70,1,0,-12.8
8,24,1,0,0,-14.4
6,14,0,0,0,17.2
14,42,53,0,1,-37.1
3,31,44,0,0,9.4
8,31,31,0,0,-9.1
13,49,43,0,0,38.8
10,47,88,1,1,-3.5
5,23,46,0,0,11.8
8,46,39,0,0,38.9
19,73,88,1,0,-8.2
11,55,23,0,1,-10.8
8,23,10,1,0,2.8
11,45,72,0,1,-11.7
4,45,92,0,0,12.1
11,36,80,0,1,-23.8
13,18,42,0,1,15.9
8,13,3,1,1,-39.8
8,48,65,1,1,-44.5
9,54,90,0,0,48.6
5,37,78,0,0,27.3
7,50,56,0,0,4.4
11,18,0,0,0,-12.8
13,26,45,0,0,8.7
8,39,22,1,0,20.1
15,48,36,0,1,-16.3
7,18,29,0,1,17.5
10,60,96,0,0,27
12,40,37,0,1,37.3
10,64,73,0,0,7.2
7,21,42,1,1,-2.3
10,32,32,0,1,5.5
12,24,48,0,1,-19.4
7,18,11,0,0,7
11,41,27,0,1,-5.9
5,36,25,0,1,-17.9
14,34,37,1,1,-37
7,34,29,0,0,17
11,47,49,1,1,-40.6
12,34,21,0,1,-6
6,17,56,0,0,1.9
10,37,68,1,0,-3.1
11,40,60,0,0,51.5
7,38,31,1,0,-22.6
13,24,0,0,1,-14.6
13,47,91,0,0,19.4
15,36,8,0,1,-30.1
4,20,33,0,1,5.1
7,43,48,0,0,23.9
3,30,59,1,0,32.2
10,45,83,0,1,-5.9
11,6,5,0,1,-2.9
6,31,68,0,0,10.5
14,39,50,0,0,15.4
13,48,84,0,0,25.6
12,14,0,0,0,-9.3
10,51,86,0,0,35.3
8,33,25,0,0,-12
19,38,20,0,1,-31.9
10,55,132,0,1,-11
15,79,114,0,1,-13
11,26,19,0,1,-4.3
7,34,66,0,0,1.6
12,56,72,1,0,1.5
12,43,16,1,0,27
4,34,39,0,0,17.8
7,34,56,0,0,10.8
11,47,53,0,0,26.9
6,28,6,0,0,-20.4
9,30,68,1,0,15.7
9,28,31,0,1,-8.5
8,16,0,0,1,-14.4
6,47,68,0,0,47.1
6,16,4,0,0,17.4
11,21,7,0,1,3
5,31,35,0,0,18.6
11,52,56,0,1,-54.3
9,34,26,0,1,-14.4
9,18,20,0,0,5.1
11,55,45,1,0,24.3
10,51,67,0,1,11.4
6,28,44,1,0,35.2
4,20,10,0,0,27.5
10,31,33,0,1,-24.4
9,44,61,0,1,7.6
3,13,0,0,1,4
9,22,26,0,1,-27.9
10,34,47,0,0,8.6
7,40,19,0,0,14.3
10,33,58,1,0,-3
9,66,92,0,1,-12.9
13,22,60,0,0,-0.6
12,55,67,0,1,9.9
8,36,47,0,0,25.4
10,20,40,0,0,7.5
9,30,28,0,1,-31.6
8,36,54,0,0,38.4
12,50,86,0,0,10.7
12,46,57,0,1,-27.1
7,52,107,1,0,-12.5
7,42,90,0,0,26.9
15,35,0,0,1,-34
10,9,10,0,1,-3.2
11,43,36,0,0,48.1
12,37,66,0,0,33.5
11,36,46,0,0,-6.8
14,43,52,0,0,36.6
8,13,5,0,0,24.8
9,22,61,0,1,-24.5
10,34,39,0,1,-8.6
13,36,5,1,0,7.4
10,18,0,0,1,-15.6
8,19,27,0,0,14.5
7,52,89,1,0,31.5
8,42,37,0,0,-14.5
12,40,42,0,1,-8.8
4,53,80,0,0,47.1
12,37,49,0,0,16
3,26,11,0,0,18
10,23,9,0,1,-6.6
10,31,30,0,1,-34.2
5,26,45,1,1,-22
10,67,89,0,0,11.1
16,13,0,0,1,-43
10,31,37,0,1,-7.6
8,20,45,0,0,32.7
7,35,47,0,0,28.5
6,32,35,0,0,25.9
12,34,25,0,1,9.2
5,0,0,0,1,20.7
8,24,8,0,0,36.6
12,48,50,0,0,14.8
9,60,78,0,1,-13.3
7,34,21,0,1,-18.9
13,43,50,0,0,5.4
13,51,59,0,1,-8.7
12,67,61,0,1,20.5
4,15,10,0,0,-22.5
9,17,28,0,0,0.2
10,45,50,0,1,-20.5
6,24,40,1,1,-31.9
6,16,16,0,0,47.2
8,34,41,1,0,18.5
12,45,49,0,1,-2
7,36,31,0,0,23.6
7,24,30,0,1,-27.9
11,6,20,0,1,-0.3
5,28,24,0,0,12.2
12,50,38,0,1,6.7
5,20,20,0,0,19.1
13,51,70,0,1,-7.5
14,28,0,0,1,-2.7
3,28,20,0,1,-16
8,17,14,0,0,27.5
16,41,8,0,0,-8.9
4,39,36,0,0,6.8
10,44,74,0,1,33
12,47,51,0,1,13.1
10,31,27,0,0,-2.9
19,43,81,0,1,-4.7
10,17,11,0,0,-3.6
10,51,86,0,0,34
12,30,43,0,1,1.9
11,45,75,0,1,-33.2
8,6,16,0,1,11.5
5,30,33,0,0,32.2
10,35,33,0,1,-7.7
11,44,42,0,0,21.1
11,42,63,0,0,13.8
12,42,51,0,1,-24.6
10,10,16,1,0,1.8
11,35,68,0,1,4.9
15,29,67,1,0,-3
7,26,63,0,1,12.8
8,30,33,0,0,-9.7
9,47,54,0,1,-13
12,40,16,1,1,-60.1
14,21,0,0,1,-75.1
13,3,2,0,1,-24.7
12,52,44,0,1,-23.5
9,43,76,1,1,22.7
11,35,12,0,1,-23
11,19,31,0,1,-8.2
6,21,23,0,1,38.3
8,54,58,0,0,1.5
6,13,0,0,0,2.1
11,32,46,0,1,-4.8
6,44,54,0,0,5.6
12,38,48,0,0,16.6
12,39,28,0,1,-23.4
13,30,22,0,1,6.6
8,24,6,0,0,26.1
9,39,18,1,0,-1
7,42,63,1,0,7.9
6,45,40,1,0,27.4
6,31,67,1,1,-18
5,40,18,0,0,-9.7
7,29,69,1,0,45.3
12,42,42,0,1,-39.9
12,45,40,0,1,-28.9
7,38,62,0,0,1.7
6,22,11,0,0,23.7
11,43,71,0,0,0.4
12,68,109,1,0,-8.8
9,25,18,0,0,26.2
15,33,0,1,0,-9.7
4,27,0,0,0,30.9
9,60,66,1,0,-1.2
8,48,87,0,0,5.9
7,38,40,0,0,30.9
13,50,93,0,1,-36.7
9,41,63,1,1,-12.2
10,22,45,1,0,4.7
12,46,47,0,1,3.1
10,35,38,0,1,4.9
11,42,54,0,0,-7.2
10,24,17,1,0,10.4
11,56,77,0,0,42.1
5,39,29,1,0,59.3
13,49,88,0,1,-11.4
4,21,18,0,1,-1.4
10,31,43,0,1,-24.4
10,49,60,1,1,-43.2
9,54,53,0,1,-3.8
8,39,33,0,1,-1.2
9,41,54,1,1,-39.3
9,54,47,1,1,-31.1
3,32,29,0,1,-20.5
10,35,25,0,1,-8.3
11,44,42,0,0,21.1
10,21,0,0,1,-33.7
7,60,73,1,1,-18.5
7,48,70,1,1,8.7
3,15,2,0,0,38.2
10,65,75,1,1,-10.1
12,22,0,0,1,-27.3
11,44,51,0,1,-17.7
14,34,32,0,1,-17.9
8,60,76,1,0,7.7
9,36,12,0,1,-11.5
7,46,58,0,1,-3.7
6,41,29,0,0,3
9,46,31,0,1,-43.6
10,23,38,0,1,-7.6
9,28,20,0,0,41.2
8,69,106,0,0,13.5
9,23,37,1,0,6.9
14,40,63,0,1,-15.5
10,3,0,0,1,-9
9,18,16,0,1,11.9
8,46,83,0,0,25.4
13,38,50,0,1,40.4
13,37,55,0,1,-17.5
10,40,43,0,0,-2.2
10,28,34,0,0,17
13,19,0,0,1,-17.8
13,35,38,0,0,16.5
12,43,66,0,1,-10.3
8,51,70,0,1,-13.8
7,24,35,1,1,-31.2
10,19,50,1,1,-64.5
6,11,17,0,1,-6.1
10,31,36,0,1,-45.2
8,14,33,0,1,-1
13,14,0,0,0,16.8
7,52,48,0,0,24.4
14,55,80,0,0,14
10,34,36,0,0,-10.8
19,46,44,0,1,1.6
16,32,45,1,1,-31.6
12,18,8,0,1,-2.9
11,45,57,0,1,14.5
8,50,44,0,0,19.9
9,36,31,0,0,17.6
13,48,80,0,0,5.6
8,57,94,0,0,34.7
9,27,27,0,0,34.4
6,22,31,0,0,19.5
10,41,36,0,0,30.4
7,34,43,0,0,28.6
8,39,22,0,0,15.1
12,23,0,1,0,13.3
9,30,0,0,0,37.3
7,3,6,0,1,2.8
10,21,15,0,1,13.6
9,41,22,1,0,6.2
15,38,46,0,1,-32.7
13,25,78,0,0,-9.9
12,31,19,0,0,16.4
5,41,53,0,1,-23
13,44,43,0,1,-37.3
15,54,42,1,1,-50.8
7,33,30,0,0,31.9
10,56,41,1,0,25.6
6,25,28,1,0,9.5
6,30,8,0,0,36.9
9,36,51,0,1,-7.7
13,34,27,0,1,-23.3
9,43,48,1,0,-22.8
6,30,63,1,0,43.5
8,34,42,0,0,32.5
13,46,62,1,1,-41
8,21,0,0,0,16.4
9,14,0,0,0,4.3
8,57,92,1,0,26.2
7,55,80,1,0,-7.9
6,25,69,1,0,36.9
7,8,0,0,1,-25.5
9,52,72,0,0,14.6
10,37,21,0,0,19.4
5,25,26,0,0,24.6
6,8,0,0,1,2.2
10,39,29,1,0,6.6
15,62,88,0,1,8.9
14,14,0,0,1,-25.8
12,40,43,0,1,-30.5
15,32,56,1,1,-31.3
12,57,73,0,0,20.4
6,53,64,1,0,15.7
9,18,22,0,0,31.2
9,36,9,1,1,-21.6
7,13,32,0,0,61.3
11,22,16,0,0,8.1
7,49,64,0,0,76.6
6,26,47,0,1,15.1
11,45,1,0,1,-41.3
14,54,76,1,0,10
15,36,82,0,1,-9.1
12,44,26,0,0,37
11,49,82,1,1,-5.1
3,34,17,0,0,39.9
18,12,0,0,1,-19.4
12,56,77,0,0,2
4,23,71,0,0,20.3
9,10,11,0,0,25.1
7,47,82,0,1,-14.5
9,37,59,0,0,30.8
14,38,32,0,1,-27.1
6,31,24,1,0,-25
8,31,27,0,0,10.8
11,39,23,0,0,9.5
3,22,0,0,0,12.5
13,51,48,0,1,-2.1
5,30,78,1,0,12.4
14,35,56,0,0,21.6
8,23,7,0,0,42
11,13,13,0,1,-39.5
13,60,29,0,0,18.4
11,31,29,0,0,-25.1
2,27,33,1,0,32.2
11,25,22,0,1,-22.6
8,28,52,0,1,3.7
10,23,26,0,0,3.7
11,43,49,1,1,-15.5
13,53,79,1,0,-13.1
4,21,34,1,0,6.1
17,51,50,0,1,7.5
10,39,44,0,0,17.3
8,11,0,0,0,21.1
8,48,41,0,1,-3.3
7,44,66,0,1,-6.7
13,23,35,0,1,9.5
8,20,44,0,1,27.6
7,34,50,0,0,29.6
13,39,42,0,1,-22.7
10,33,38,0,0,18.5
12,65,106,0,1,-25.4
10,60,93,0,1,-17.5
15,15,0,0,1,2.5
9,49,56,0,0,46.1
12,53,92,1,0,-8.3
3,40,70,0,0,11.2
10,36,49,0,0,-17.1
12,33,69,0,1,30.4
15,38,37,0,1,-53.2
7,52,70,0,1,-18
9,26,0,0,1,-58
9,49,68,0,0,6.7
10,64,46,0,0,3.3
10,45,46,0,0,3
12,47,75,0,0,36.3
13,50,71,0,0,-16.2
12,36,36,0,1,-8.8
9,37,50,0,1,-32.7
8,19,10,0,1,-54.8
11,36,52,0,0,-8.7
14,32,8,0,1,7.4
4,45,71,0,0,6.6
9,45,85,1,1,-20.9
15,58,56,0,1,-2.3
10,59,96,0,0,24.1
9,23,38,0,1,-10.3
6,32,36,0,1,-15.8
7,45,56,0,0,-6.1
9,35,60,0,1,-22.7
10,26,24,1,1,-7.6
11,61,53,0,0,-10.9
5,35,48,0,1,-10.3
9,33,47,0,1,1.5
13,52,73,0,1,-7.2
5,19,32,1,0,9.9
12,48,28,0,0,9.9
10,49,89,0,1,9.3
12,18,29,0,1,-11.7
10,37,33,0,0,28.9
10,44,52,1,0,13.6
8,38,77,0,1,4.7
9,52,92,0,1,-15.3
12,62,95,0,0,27.2
15,45,32,1,1,-22.4
7,65,65,1,0,21.1
9,41,17,0,0,24.9
10,33,64,0,1,-18
9,39,6,0,0,15.7
9,38,43,1,0,52.9
12,38,46,0,1,-11.5
11,41,49,1,1,13.5
6,34,11,0,1,-4.1
7,16,0,0,1,-2.3
5,27,48,0,0,24.2
10,31,47,0,0,-9.2
11,51,56,0,0,1.7
5,32,69,0,0,7.8
11,67,72,0,1,-28.5
13,56,40,0,1,-59.8
9,19,38,0,1,-48.4
9,19,0,0,1,14
6,30,0,1,0,-25
10,34,35,0,1,-50.4
11,50,72,0,1,-41.3
7,39,45,0,1,-5.1
6,24,31,0,0,-5.6
9,34,46,1,0,12.8
6,42,65,0,0,6.4
11,13,1,0,1,-16.8
11,59,101,0,1,-30.9
12,47,25,0,1,14.2
17,46,78,0,1,-33.3
9,51,75,0,1,-3
8,29,46,0,1,11.4
8,43,45,0,1,-9.7
6,32,69,0,1,10.7
10,29,54,0,1,12.1
11,49,50,0,1,-22.1
10,41,50,0,1,31.9
10,37,56,1,0,0.3
5,22,16,0,1,-2.4
7,11,4,0,1,1
7,55,107,0,0,20.9
7,32,27,0,0,14.5
5,15,31,0,0,30
12,49,67,0,1,-29.3
11,59,87,0,0,20.2
12,31,31,0,0,14.3
9,35,62,0,1,-3.7
8,32,24,0,1,-2
